id,state,name,_wandb,l1,l2,lr,smooth,input_dim,l1_lambda,l1_smooth,l2_lambda,hidden_dim,output_dim,_runtime,_step,_timestamp,bias/lambda_1,bias/lambda_2,epoch,train/loss,trainer/global_step,val/loss,optimizer_cls,bias_model_kwargs,grad_match_loss_fn
r22lc5k8,finished,splendid-sweep-47,{'runtime': 74},0.001,0.1,0.01,0.001,10,0.001,0.001,0.1,200,1,73.60755848884583,468.0,1749668824.5818014,-0.0036899324040859938,0.13409076631069183,114.0,0.0033496450632810593,14349.0,2.867652654647827,Adam,,mse_loss
wsy6ewnn,finished,youthful-sweep-46,{'runtime': 66},0.001,0.1,0.01,0.01,10,0.001,0.01,0.1,200,1,65.98433470726013,423.0,1749668809.4020276,-0.007556921802461147,0.10729581862688065,96.0,0.0033625932410359383,12099.0,2.8590598106384277,Adam,,mse_loss
sdr5yisc,failed,jolly-sweep-45,{'runtime': 1},0.001,0.01,0.001,1e-6,10,0.001,1e-6,0.01,200,1,,,,,,,,,,,,
ir8e0wt8,failed,dutiful-sweep-44,{'runtime': 1},0.001,0.01,0.001,1e-5,10,0.001,1e-5,0.01,200,1,,,,,,,,,,,,
gmo369m9,failed,olive-sweep-43,{'runtime': 1},0.001,0.01,0.001,1e-4,10,0.001,1e-4,0.01,200,1,,,,,,,,,,,,
1diqbpcx,finished,valiant-sweep-42,{'runtime': 63},0.001,0.01,0.01,0.001,10,0.001,0.001,0.01,200,1,62.69511389732361,452.0,1749668769.2812288,0.0018283994868397713,0.02949657291173935,84.0,0.0013382695615291595,10599.0,0.6811885833740234,Adam,,mse_loss
xy035spb,finished,clean-sweep-41,{'runtime': 73},0.001,0.01,0.01,0.01,10,0.001,0.01,0.01,200,1,73.02369427680969,510.0,1749668778.1183052,0.007701830472797155,-0.0029588353354483843,107.0,0.0026679993607103825,13499.0,0.6736469268798828,Adam,,mse_loss
xzyh6mez,failed,balmy-sweep-40,{'runtime': 1},0.001,0.001,0.001,1e-6,10,0.001,1e-6,0.001,200,1,,,,,,,,,,,,
rjn7jkld,failed,leafy-sweep-39,{'runtime': 1},0.001,0.001,0.001,1e-5,10,0.001,1e-5,0.001,200,1,,,,,,,,,,,,
alk5gq32,failed,morning-sweep-38,{'runtime': 1},0.001,0.001,0.001,1e-4,10,0.001,1e-4,0.001,200,1,,,,,,,,,,,,
41x264yj,finished,resilient-sweep-37,{'runtime': 64},0.001,0.001,0.01,0.001,10,0.001,0.001,0.001,200,1,64.12170243263245,452.0,1749668744.2901354,0.002340372884646058,0.02331134118139744,84.0,0.0010566323762759566,10599.0,0.4895269274711609,Adam,,mse_loss
8w4qfokl,finished,floral-sweep-36,{'runtime': 65},0.001,0.001,0.01,0.01,10,0.001,0.01,0.001,200,1,64.58865022659302,452.0,1749668744.7568831,0.008608104661107063,0.01040948648005724,84.0,0.0010806708596646786,10599.0,0.4820869565010071,Adam,,mse_loss
045efvh6,failed,youthful-sweep-34,{'runtime': 1},0.001,0.0001,0.001,1e-5,10,0.001,1e-5,0.0001,200,1,,,,,,,,,,,,
g8kgezs4,failed,dandy-sweep-35,{'runtime': 1},0.001,0.0001,0.001,1e-6,10,0.001,1e-6,0.0001,200,1,,,,,,,,,,,,
lejrcqil,failed,fiery-sweep-33,{'runtime': 1},0.001,0.0001,0.001,1e-4,10,0.001,1e-4,0.0001,200,1,,,,,,,,,,,,
5jaayoi3,finished,happy-sweep-32,{'runtime': 64},0.001,0.0001,0.01,0.001,10,0.001,0.001,0.0001,200,1,63.98110628128052,452.0,1749668718.1776152,0.00039168065995909274,0.024145347997546196,84.0,0.0009604796068742872,10599.0,0.4714507460594177,Adam,,mse_loss
6viqmwaa,finished,graceful-sweep-31,{'runtime': 66},0.001,0.0001,0.01,0.01,10,0.001,0.01,0.0001,200,1,65.82593321800232,452.0,1749668700.7185185,0.00722412159666419,0.01121696550399065,84.0,0.0009716624626889824,10599.0,0.46497032046318054,Adam,,mse_loss
4z6clol5,failed,fresh-sweep-30,{'runtime': 1},0.0001,10.0,0.001,1e-6,10,0.0001,1e-6,10.0,200,1,,,,,,,,,,,,
tfy5armb,failed,skilled-sweep-29,{'runtime': 1},0.0001,10.0,0.001,1e-5,10,0.0001,1e-5,10.0,200,1,,,,,,,,,,,,
7qmjgxob,failed,copper-sweep-28,{'runtime': 1},0.0001,10.0,0.001,1e-4,10,0.0001,1e-4,10.0,200,1,,,,,,,,,,,,
ebpqvkt8,finished,hopeful-sweep-27,{'runtime': 55},0.0001,10.0,0.01,0.001,10,0.0001,0.001,10.0,200,1,54.35767388343811,321.0,1749668680.754021,-0.007912017405033112,9.981127738952637,100.0,0.09822186827659608,12599.0,140.76904296875,Adam,,mse_loss
kmgst7w5,failed,smart-sweep-25,{'runtime': 1},0.0001,1.0,0.001,1e-6,10,0.0001,1e-6,1.0,200,1,,,,,,,,,,,,
s0ol9qda,finished,zesty-sweep-26,{'runtime': 56},0.0001,10.0,0.01,0.01,10,0.0001,0.01,10.0,200,1,55.33729839324951,321.0,1749668664.0575185,-0.010371780022978784,9.992661476135254,100.0,0.09803039580583572,12599.0,140.76815795898438,Adam,,mse_loss
625qlpfq,failed,rose-sweep-24,{'runtime': 1},0.0001,1.0,0.001,1e-5,10,0.0001,1e-5,1.0,200,1,,,,,,,,,,,,
g94f6wp2,finished,bright-sweep-22,{'runtime': 54},0.0001,1.0,0.01,0.001,10,0.0001,0.001,1.0,200,1,53.92760968208313,320.0,1749668633.5137618,-0.00545115489512682,1.166763424873352,94.0,0.010357513092458248,11849.0,23.54061508178711,Adam,,mse_loss
m861i0kd,failed,revived-sweep-23,{'runtime': 1},0.0001,1.0,0.001,1e-4,10,0.0001,1e-4,1.0,200,1,,,,,,,,,,,,
xul6ekt0,finished,crimson-sweep-21,{'runtime': 55},0.0001,1.0,0.01,0.01,10,0.0001,0.01,1.0,200,1,54.82738661766052,320.0,1749668615.0070496,-0.003716827603057027,1.1444284915924072,94.0,0.010338421911001204,11849.0,23.539634704589844,Adam,,mse_loss
35zhh83m,failed,sage-sweep-19,{'runtime': 1},0.0001,0.1,0.001,1e-5,10,0.0001,1e-5,0.1,200,1,,,,,,,,,,,,
7aouyt66,failed,desert-sweep-20,{'runtime': 1},0.0001,0.1,0.001,1e-6,10,0.0001,1e-6,0.1,200,1,,,,,,,,,,,,
1coayxal,finished,super-sweep-17,{'runtime': 74},0.0001,0.1,0.01,0.001,10,0.0001,0.001,0.1,200,1,74.01957535743713,468.0,1749668610.6618214,-0.0060537089593708515,0.12355581670999528,114.0,0.003265527542680502,14349.0,2.714369773864746,Adam,,mse_loss
udt3mh18,failed,faithful-sweep-18,{'runtime': 1},0.0001,0.1,0.001,1e-4,10,0.0001,1e-4,0.1,200,1,,,,,,,,,,,,
rok1ylbg,finished,autumn-sweep-16,{'runtime': 79},0.0001,0.1,0.01,0.01,10,0.0001,0.01,0.1,200,1,78.93357968330383,498.0,1749668612.4475348,-0.0033141241874545813,0.09417308121919632,126.0,0.00450304476544261,15849.0,2.713444948196411,Adam,,mse_loss
dh0knje4,failed,clear-sweep-15,{'runtime': 1},0.0001,0.01,0.001,1e-6,10,0.0001,1e-6,0.01,200,1,,,,,,,,,,,,
z3ws4a7w,failed,clean-sweep-14,{'runtime': 1},0.0001,0.01,0.001,1e-5,10,0.0001,1e-5,0.01,200,1,,,,,,,,,,,,
3cbxy6ub,finished,comic-sweep-11,{'runtime': 76},0.0001,0.01,0.01,0.01,10,0.0001,0.01,0.01,200,1,75.393394947052,510.0,1749668585.989512,0.008894013240933418,-0.011772396974265575,107.0,0.0023863837122917175,13499.0,0.5400720834732056,Adam,,mse_loss
lm0i84jl,finished,honest-sweep-12,{'runtime': 75},0.0001,0.01,0.01,0.001,10,0.0001,0.001,0.01,200,1,74.65124154090881,510.0,1749668585.2516696,0.004511216655373573,0.009551948867738249,107.0,0.002484032418578863,13499.0,0.5409789681434631,Adam,,mse_loss
zkmdgarf,failed,revived-sweep-13,{'runtime': 1},0.0001,0.01,0.001,1e-4,10,0.0001,1e-4,0.01,200,1,,,,,,,,,,,,
3nqj6g6y,failed,comic-sweep-10,{'runtime': 1},0.0001,0.001,0.001,1e-6,10,0.0001,1e-6,0.001,200,1,,,,,,,,,,,,
3q4o5p2x,failed,northern-sweep-9,{'runtime': 1},0.0001,0.001,0.001,1e-5,10,0.0001,1e-5,0.001,200,1,,,,,,,,,,,,
pf0oe1fu,failed,atomic-sweep-8,{'runtime': 1},0.0001,0.001,0.001,1e-4,10,0.0001,1e-4,0.001,200,1,,,,,,,,,,,,
03pigyip,finished,daily-sweep-7,{'runtime': 47},0.0001,0.001,0.01,0.001,10,0.0001,0.001,0.001,200,1,46.2606635093689,278.0,1749668510.7434025,0.0026739637833088636,0.002233631443232298,80.0,0.00340067595243454,10099.0,0.4085787832736969,Adam,,mse_loss
34rzetpt,failed,rich-sweep-5,{'runtime': 1},0.0001,0.0001,0.001,1e-6,10,0.0001,1e-6,0.0001,200,1,,,,,,,,,,,,
fzvjjmxy,finished,leafy-sweep-6,{'runtime': 47},0.0001,0.001,0.01,0.01,10,0.0001,0.01,0.001,200,1,46.6576611995697,278.0,1749668511.1240332,0.0026047476567327976,0.0023799322079867125,80.0,0.003400164656341076,10099.0,0.4075250327587128,Adam,,mse_loss
26shlflb,failed,classic-sweep-3,{'runtime': 1},0.0001,0.0001,0.001,1e-4,10,0.0001,1e-4,0.0001,200,1,,,,,,,,,,,,
o7mkgh01,finished,decent-sweep-1,{'runtime': 49},0.0001,0.0001,0.01,0.01,10,0.0001,0.01,0.0001,200,1,48.830042600631714,278.0,1749668513.2787635,0.0018442125292494893,0.005361649207770824,80.0,0.003643234493210912,10099.0,0.32255473732948303,Adam,,mse_loss
tzxc5p0j,failed,sleek-sweep-4,{'runtime': 1},0.0001,0.0001,0.001,1e-5,10,0.0001,1e-5,0.0001,200,1,,,,,,,,,,,,
zb8pzvos,finished,classic-sweep-2,{'runtime': 49},0.0001,0.0001,0.01,0.001,10,0.0001,0.001,0.0001,200,1,48.487080097198486,278.0,1749668512.969454,0.0020161306019872427,0.004981729201972485,80.0,0.0036437525413930416,10099.0,0.3236078917980194,Adam,,mse_loss
